Voltage,Temperature,Frequency(v(out)
7.8,52,1275097.304
7.8,53,1288649.852
7.8,54,1302415.362
7.8,55,1316688.102
7.8,56,1331379.731
7.8,57,1345836.752
7.8,58,1362318.692
7.8,59,1377922.755
7.8,60,1396437.002
7.9,20,1001718.805
7.9,21,1007578.464
7.9,22,1013981.639
7.9,23,1019271.725
7.9,24,1025628.812
7.9,25,1031336.995
7.9,26,1037968.535
7.9,27,1044418.952
7.9,28,1051320.005
7.9,29,1058468.661
7.9,30,1065335.521
7.9,31,1072437.637
7.9,32,1080531.421
7.9,33,1087617.385
7.9,34,1094881.224
7.9,35,1103043.874
7.9,36,1111158.496
7.9,37,1119619.937
7.9,38,1127183.653
7.9,39,1136287.901
7.9,40,1145418.589
7.9,41,1154741.282
7.9,42,1164162.002
7.9,43,1173969.427
7.9,44,1183953.463
7.9,45,1193606.106
7.9,46,1203453.489
7.9,47,1214249.798
7.9,48,1226831.594
7.9,49,1238788.647
7.9,50,1250271.333
7.9,51,1262518.47
7.9,52,1275342.148
7.9,53,1288568.217
7.9,54,1302075.338
7.9,55,1316250.38
7.9,56,1331306.254
7.9,57,1345462.363
7.9,58,1362989.772
7.9,59,1377377.888
7.9,60,1396528.322
8,20,1001892.858
8,21,1007392.706
8,22,1013736.588
8,23,1019050.272
8,24,1025442.769
8,25,1031515.03
8,26,1037807.21
8,27,1044982.694
8,28,1051158.671
8,29,1058381.199
8,30,1065207.721
8,31,1072254.751
8,32,1080345.864
8,33,1087266.323
8,34,1094660.335
8,35,1102878.346
8,36,1111065.227
8,37,1119645.653
8,38,1126908.173
8,39,1136105.691
8,40,1145222.9
8,41,1154770.378
8,42,1163922.975
8,43,1173423.903
8,44,1183837.975
8,45,1194172.854
8,46,1204177.846
8,47,1214852.49
8,48,1227458.202
8,49,1238558.113
8,50,1250463.05
8,51,1262415.245
8,52,1275638.327
8,53,1288273.247
8,54,1301637.157
8,55,1316389.79
8,56,1331219.609
8,57,1345196.636
8,58,1363446.778
8,59,1376967.435
8,60,1396483.048
8.1,20,1001781.169
8.1,21,1007243.119
8.1,22,1013483.575
8.1,23,1018967.172
8.1,24,1025244.306
8.1,25,1031736.953
8.1,26,1037671.492
8.1,27,1044972.877
8.1,28,1050957.727
8.1,29,1058278.889
8.1,30,1065131.746
8.1,31,1072129.561
8.1,32,1080196.349
8.1,33,1086796.919
8.1,34,1094614.411
8.1,35,1102710.524
8.1,36,1110966.871
8.1,37,1118782.314
8.1,38,1127005.762
8.1,39,1136107.738
8.1,40,1145158.653
8.1,41,1154683.962
8.1,42,1163713.031
8.1,43,1173245.955
8.1,44,1183354.762
8.1,45,1193900.319
8.1,46,1204829.073
8.1,47,1215172.067
8.1,48,1227296.006
8.1,49,1238152.103
8.1,50,1250338.562
8.1,51,1262334.156
8.1,52,1275921.567
8.1,53,1287794.464
8.1,54,1301796.347
8.1,55,1315980.889
8.1,56,1331104.518
8.1,57,1345851.369
8.1,58,1363001.722
8.1,59,1376803.234
8.1,60,1395864.041
8.2,20,1001667.357
8.2,21,1007031.273
8.2,22,1013232.601
8.2,23,1019170.788
8.2,24,1025030.953
8.2,25,1031752.053
8.2,26,1037555.501
8.2,27,1044940.296
8.2,28,1050918.678
8.2,29,1058159.742
8.2,30,1065287.622
8.2,31,1072058.922
8.2,32,1080080.772
8.2,33,1086443.092
8.2,34,1094968.42
8.2,35,1102537.461
8.2,36,1110866.266
8.2,37,1119576.053
8.2,38,1127418.61
8.2,39,1136188.515
8.2,40,1145196.519
8.2,41,1154455.42
8.2,42,1163462
8.2,43,1173780.227
8.2,44,1183542.739
8.2,45,1193324.019
8.2,46,1204859.038
8.2,47,1215229.579
8.2,48,1226911.302
8.2,49,1238228.858
8.2,50,1250279.902
8.2,51,1262449.788
8.2,52,1276168.375
8.2,53,1287455.847
8.2,54,1301772.51
8.2,55,1315704.335
8.2,56,1330955.799
8.2,57,1346448.124
8.2,58,1362297.876
8.2,59,1378138.498
8.2,60,1394802.143
8.3,20,1001557
8.3,21,1006799.408
8.3,22,1013004.452
8.3,23,1019567.73
8.3,24,1024819.998
8.3,25,1031625.131
8.3,26,1037520.308
8.3,27,1044884.254
8.3,28,1051139.944
8.3,29,1058012.849
8.3,30,1065793.694
8.3,31,1072205.21
8.3,32,1079988.373
8.3,33,1086684.938
8.3,34,1095378.331
8.3,35,1102423.717
8.3,36,1110767.764
8.3,37,1119339.533
8.3,38,1127603.689
8.3,39,1136157.443
8.3,40,1145240.083
8.3,41,1154120.992
8.3,42,1163348.29
8.3,43,1173707.246
8.3,44,1183422.121
8.3,45,1193462.454
8.3,46,1204623.789
8.3,47,1215031.598
8.3,48,1226556.658
8.3,49,1237999.863
8.3,50,1250227.096
8.3,51,1263260.081
8.3,52,1276190.434
8.3,53,1287165.785
8.3,54,1302013.277
8.3,55,1316203.079
8.3,56,1330712.118
8.3,57,1346560.67
8.3,58,1361722.168
8.3,59,1379769.244
8.3,60,1394253.301
8.4,20,1001454.425
8.4,21,1006715.139
8.4,22,1012810.185
8.4,23,1019553.103
8.4,24,1024752.16
8.4,25,1031574.955
8.4,26,1037553.254
8.4,27,1044179.002
8.4,28,1051364.727
8.4,29,1057815.566
8.4,30,1065386.788
8.4,31,1072355.037
8.4,32,1079875.731
8.4,33,1086979.969
8.4,34,1094878.956
8.4,35,1102356.907
8.4,36,1110662.713
8.4,37,1119110.922
8.4,38,1127998.836
8.4,39,1136037.276
8.4,40,1145256.019
8.4,41,1153781.596
8.4,42,1163480.771
8.4,43,1173627.957
8.4,44,1183814.074
8.4,45,1193407.608
8.4,46,1204225.73
8.4,47,1214632.951
8.4,48,1226516.68
8.4,49,1237746.079
8.4,50,1250177.913
8.4,51,1262955.75
8.4,52,1275344.662
8.4,53,1287253.391
8.4,54,1302109.012
8.4,55,1316553.787
8.4,56,1330325.985
8.4,57,1345454.237
8.4,58,1361298.237
8.4,59,1378497.037
8.4,60,1395213.717
8.5,20,1001361.902
8.5,21,1006844.489
8.5,22,1012665.469
8.5,23,1018969.963
8.5,24,1025006.573
8.5,25,1031450.448
8.5,26,1037541.565
8.5,27,1044140.091
8.5,28,1051251.477
8.5,29,1057593.86
8.5,30,1065030.739
8.5,31,1072236.542
8.5,32,1079683.518
8.5,33,1087224.871
8.5,34,1093914.63
8.5,35,1102197.734
8.5,36,1110560.623
8.5,37,1118908.776
8.5,38,1127156.148
8.5,39,1135838.564
8.5,40,1145223.98
8.5,41,1153737.663
8.5,42,1163629.511
8.5,43,1173536.25
8.5,44,1183755.111
8.5,45,1193306.211
8.5,46,1204877.909
8.5,47,1214681.341
8.5,48,1226888.953
8.5,49,1238064.133
8.5,50,1250125.614
8.5,51,1262543.134
8.5,52,1274570.935
8.5,53,1288317.572
8.5,54,1302256.17
8.5,55,1316725.819
8.5,56,1330285.691
8.5,57,1345370.246
8.5,58,1361149.103
8.5,59,1376850.08
8.5,60,1395782.404
8.6,20,1001383.396
8.6,21,1007070.707
8.6,22,1013205.212
8.6,23,1018455.712
8.6,24,1025154.557
8.6,25,1031788.432
8.6,26,1037476.669
8.6,27,1044247.271
8.6,28,1050843.752
8.6,29,1057429.652
8.6,30,1064734.371
8.6,31,1071790.906
8.6,32,1079089.665
8.6,33,1087384.649
8.6,34,1093841.756
8.6,35,1101995.381
8.6,36,1110429.511
8.6,37,1118726.453
8.6,38,1126597.36
8.6,39,1135901.615
8.6,40,1144411.119
8.6,41,1154006.501
8.6,42,1163751.474
8.6,43,1173264.971
8.6,44,1183486.76
8.6,45,1193985.376
8.6,46,1205067.994
8.6,47,1215446.736
8.6,48,1227061.443
8.6,49,1238281.169
8.6,50,1250064.665
8.6,51,1262204.913
8.6,52,1274136.833
8.6,53,1289300.547
8.6,54,1302348.248
8.6,55,1316672.17
8.6,56,1330032.245
8.6,57,1345693.917
8.6,58,1361993.592
8.6,59,1377466.66
8.6,60,1395633.829
8.7,20,1001245.642
8.7,21,1007329.926
8.7,22,1013211.787
8.7,23,1018537.863
8.7,24,1025198.296
8.7,25,1031700.359
8.7,26,1037452.678
8.7,27,1044318.675
8.7,28,1050455.782
8.7,29,1057349.905
8.7,30,1064505.771
8.7,31,1071823.558
8.7,32,1078658.641
8.7,33,1087442.405
8.7,34,1094913.157
8.7,35,1101522.607
8.7,36,1110262.599
8.7,37,1118596.681
8.7,38,1127327.171
8.7,39,1135719.209
8.7,40,1143696.201
8.7,41,1154126.625
8.7,42,1163799.955
8.7,43,1173277.754
8.7,44,1183273.038
8.7,45,1194204.367
8.7,46,1204179.811
8.7,47,1215884.924
8.7,48,1226311.959
8.7,49,1238361.14
8.7,50,1249990.351
8.7,51,1261887.386
8.7,52,1273883.503
8.7,53,1288239.802
8.7,54,1302937.184
8.7,55,1315731.087
8.7,56,1329965.584
8.7,57,1346730.799
8.7,58,1362036.924
8.7,59,1378533.572
8.7,60,1393851.449
8.8,20,1001124.55
8.8,21,1006867.26
8.8,22,1012728.528
8.8,23,1018551.178
8.8,24,1024625.193
8.8,25,1030802.598
8.8,26,1037223.692
8.8,27,1044334.277
8.8,28,1050412.603
8.8,29,1057433.537
8.8,30,1064364.237
8.8,31,1071936.9
8.8,32,1078360.317
8.8,33,1086855.929
8.8,34,1093768.705
8.8,35,1102207.434
8.8,36,1110087.282
8.8,37,1118507.659
8.8,38,1126917.25
8.8,39,1136398.241
8.8,40,1143978.427
8.8,41,1154086.688
8.8,42,1163702.427
8.8,43,1173277.853
8.8,44,1183121.32
8.8,45,1193582.687
8.8,46,1203617.704
8.8,47,1215219.287
8.8,48,1225510.495
8.8,49,1237975.945
8.8,50,1249905.202
8.8,51,1261627.518
8.8,52,1274499.938
8.8,53,1287247.961
8.8,54,1301656.081
8.8,55,1315619.093
8.8,56,1330570.447
8.8,57,1346267.409
8.8,58,1360826.685
8.8,59,1379160.587
8.8,60,1394698.707
8.9,20,1001011.264
8.9,21,1006506.198
8.9,22,1012311.918
8.9,23,1019296.743
8.9,24,1024153.26
8.9,25,1030839.969
8.9,26,1037326.341
8.9,27,1044278.489
8.9,28,1050866.355
8.9,29,1057124.769
8.9,30,1065040.883
8.9,31,1071157.321
8.9,32,1078639.026
8.9,33,1086238.9
8.9,34,1094252.559
8.9,35,1102681.759
8.9,36,1109952.418
8.9,37,1118719.947
8.9,38,1126671.111
8.9,39,1135632.187
8.9,40,1145142.892
8.9,41,1153119.6
8.9,42,1162804.525
8.9,43,1173245.122
8.9,44,1183044.95
8.9,45,1193183.49
8.9,46,1203717.416
8.9,47,1214307.416
8.9,48,1226358.14
8.9,49,1237517.741
8.9,50,1249823.51
8.9,51,1262111.764
8.9,52,1274873.099
8.9,53,1288157.166
8.9,54,1301123.305
8.9,55,1316038.133
8.9,56,1331188.17
8.9,57,1345786.596
8.9,58,1360472.21
8.9,59,1378454.282
8.9,60,1394958.444
9,20,1000891.505
9,21,1006659.929
9,22,1012026.787
9,23,1018603.99
9,24,1023986.414
9,25,1031368.384
9,26,1037791.951
9,27,1043651.9
9,28,1050694.568
9,29,1056954.043
9,30,1064823.42
9,31,1071758.177
9,32,1078961.14
9,33,1086080.82
9,34,1094649.379
9,35,1102559.626
9,36,1109752.884
9,37,1118703.046
9,38,1127411.56
9,39,1134919.717
9,40,1145423.523
9,41,1152853.891
9,42,1162914.394
9,43,1173135.284
9,44,1183423.646
9,45,1193031.53
9,46,1204717.956
9,47,1214848.9
9,48,1226783.835
9,49,1237929.69
9,50,1249638.472
9,51,1261528.658
9,52,1274792.145
9,53,1287683.999
9,54,1302378.851
9,55,1315955.35
9,56,1330814.882
9,57,1345496.48
9,58,1361459.595
9,59,1376983.949
9,60,1393187.119
9.1,20,1000781.978
9.1,21,1006802.96
9.1,22,1012624.542
9.1,23,1018094.245
9.1,24,1024404.883
9.1,25,1031574.135
9.1,26,1037759.048
9.1,27,1043586.378
9.1,28,1050702.937
9.1,29,1057064.401
9.1,30,1064393.978
9.1,31,1071190.597
9.1,32,1078568.984
9.1,33,1086516.21
9.1,34,1094805.753
9.1,35,1101702.472
9.1,36,1109583.669
9.1,37,1118393.579
9.1,38,1127446.292
9.1,39,1135537.997
9.1,40,1144259.397
9.1,41,1153404.256
9.1,42,1163096.755
9.1,43,1172801.448
9.1,44,1183065.462
9.1,45,1194028.761
9.1,46,1204132.71
9.1,47,1215600.765
9.1,48,1226210.385
9.1,49,1238063.957
9.1,50,1249338.192
9.1,51,1261033.066
9.1,52,1274776.006
9.1,53,1288949.851
9.1,54,1302756.683
9.1,55,1315111.34
9.1,56,1330335.749
9.1,57,1346489.077
9.1,58,1360481.817
9.1,59,1378555.964
9.1,60,1394364.068
9.2,20,1000577.037
9.2,21,1006496.333
9.2,22,1012125.568
9.2,23,1018873.428
9.2,24,1024361.214
9.2,25,1030527.817
9.2,26,1036728.213
9.2,27,1043627.728
9.2,28,1050673.472
9.2,29,1057583.166
9.2,30,1064097.416
9.2,31,1071887.763
9.2,32,1078547.824
9.2,33,1086620.32
9.2,34,1093696.03
9.2,35,1101675.655
9.2,36,1109469.831
9.2,37,1118133.397
9.2,38,1126856.141
9.2,39,1134983.488
9.2,40,1144706.032
9.2,41,1153936.471
9.2,42,1162982.745
9.2,43,1172703.616
9.2,44,1182824.933
9.2,45,1193330.413
9.2,46,1203378.168
9.2,47,1214820.173
9.2,48,1225452.413
9.2,49,1237403.648
9.2,50,1249113.896
9.2,51,1260981.205
9.2,52,1275558.932
9.2,53,1287303.827
9.2,54,1300943.371
9.2,55,1315183.48
9.2,56,1329683.916
9.2,57,1345827.577
9.2,58,1360741.733
9.2,59,1378780.138
9.2,60,1396273.754
9.3,20,1000389.348
9.3,21,1006322.497
9.3,22,1011764.239
9.3,23,1018569.307
9.3,24,1023984.93
9.3,25,1030633.085
9.3,26,1036980.506
9.3,27,1043588.088
9.3,28,1050423.248
9.3,29,1057548.735
9.3,30,1064097.217
9.3,31,1071944.223
9.3,32,1079592.829
9.3,33,1085879.681
9.3,34,1093908.185
9.3,35,1101868.146
9.3,36,1109573.761
9.3,37,1117973.358
9.3,38,1126513.454
9.3,39,1136168.577
9.3,40,1144675.563
9.3,41,1153286.011
9.3,42,1161996.857
9.3,43,1172576.037
9.3,44,1182643.086
9.3,45,1192861.744
9.3,46,1203931.62
9.3,47,1213945.468
9.3,48,1226292.951
9.3,49,1237157.868
9.3,50,1249021.923
9.3,51,1261879.058
9.3,52,1274096.296
9.3,53,1288437.107
9.3,54,1301714.208
9.3,55,1315309.246
9.3,56,1330193.501
9.3,57,1345374.254
9.3,58,1363215.792
9.3,59,1377058.268
9.3,60,1394681.3
9.4,20,1000287.668
9.4,21,1006588.242
9.4,22,1011778.253
9.4,23,1017923.796
9.4,24,1024568.542
9.4,25,1031149.406
9.4,26,1037017.547
9.4,27,1043038.706
9.4,28,1050462.109
9.4,29,1057299.396
9.4,30,1064200.695
9.4,31,1071162.278
9.4,32,1078701.891
9.4,33,1085570.879
9.4,34,1094329.819
9.4,35,1101902.197
9.4,36,1109941.933
9.4,37,1117996.795
9.4,38,1126849.409
9.4,39,1135857.211
9.4,40,1143676.134
9.4,41,1154326.141
9.4,42,1162467.128
9.4,43,1172170.606
9.4,44,1182609.353
9.4,45,1193280.975
9.4,46,1204310.609
9.4,47,1215112.962
9.4,48,1226354.135
9.4,49,1237357.682
9.4,50,1248725.274
9.4,51,1262062.054
9.4,52,1274397.043
9.4,53,1288599.035
9.4,54,1302379.639
9.4,55,1314802.162
9.4,56,1330399.172
9.4,57,1346234.64
9.4,58,1361296.34
9.4,59,1378291.528
9.4,60,1395401.346
9.5,20,1000193.022
9.5,21,1006263.928
9.5,22,1011859.186
9.5,23,1018562.78
9.5,24,1024933.994
9.5,25,1030664.754
9.5,26,1037343.08
9.5,27,1043153.254
9.5,28,1050451.684
9.5,29,1057205.597
9.5,30,1063718.01
9.5,31,1071170.846
9.5,32,1078382.624
9.5,33,1086106.13
9.5,34,1094410.858
9.5,35,1102167.66
9.5,36,1110287.011
9.5,37,1117689.055
9.5,38,1126997.472
9.5,39,1135023.925
9.5,40,1144380.748
9.5,41,1154235.92
9.5,42,1162963.327
9.5,43,1172136.88
9.5,44,1182242.75
9.5,45,1192928.432
9.5,46,1203071.67
9.5,47,1214616.022
9.5,48,1224687.803
9.5,49,1237021.741
9.5,50,1248528.673
9.5,51,1262052.603
9.5,52,1275225.308
9.5,53,1287037.223
9.5,54,1301001.156
9.5,55,1315235.101
9.5,56,1330721.307
9.5,57,1345592.264
9.5,58,1361810.28
9.5,59,1378248.748
9.5,60,1394086.323
9.6,20,1000072.241
9.6,21,1006322.838
9.6,22,1011498.176
9.6,23,1018358.003
9.6,24,1024050.202
9.6,25,1030088.578
9.6,26,1037086.51
9.6,27,1043181.868
9.6,28,1050201.862
9.6,29,1056755.563
9.6,30,1063534.959
9.6,31,1071987.261
9.6,32,1078765.332
9.6,33,1085677.325
9.6,34,1093261.546
9.6,35,1101493.904
9.6,36,1110091.859
9.6,37,1117546.891
9.6,38,1126426.472
9.6,39,1135429.689
9.6,40,1143893.986
9.6,41,1152787.909
9.6,42,1162787.439
9.6,43,1172004.322
9.6,44,1182103.769
9.6,45,1192254.294
9.6,46,1203405.993
9.6,47,1213376.882
9.6,48,1225653.666
9.6,49,1236533.148
9.6,50,1248974.214
9.6,51,1261937.052
9.6,52,1274633.103
9.6,53,1288661.073
9.6,54,1301365.845
9.6,55,1316252.428
9.6,56,1330585.719
9.6,57,1345066.877
9.6,58,1360609.442
9.6,59,1376896.339
9.6,60,1393870.371
9.7,20,999914.547
9.7,21,1006286.684
9.7,22,1011759.378
9.7,23,1017707.782
9.7,24,1024544.851
9.7,25,1030673.176
9.7,26,1036828.19
9.7,27,1042781.69
9.7,28,1050225.833
9.7,29,1057028.022
9.7,30,1063916.871
9.7,31,1071078.651
9.7,32,1077866.28
9.7,33,1085120.345
9.7,34,1093892.429
9.7,35,1101754.561
9.7,36,1109788.198
9.7,37,1117524.067
9.7,38,1126287.765
9.7,39,1135955.633
9.7,40,1145074.547
9.7,41,1153443.928
9.7,42,1163678.276
9.7,43,1171777.093
9.7,44,1182026.243
9.7,45,1192949.405
9.7,46,1203389.848
9.7,47,1214595.017
9.7,48,1225517.512
9.7,49,1236761.337
9.7,50,1249529.81
9.7,51,1261292.834
9.7,52,1273992.14
9.7,53,1287881.348
9.7,54,1301728.291
9.7,55,1315640.469
9.7,56,1330487.582
9.7,57,1345602.462
9.7,58,1360905.502
9.7,59,1378578.963
9.7,60,1395142.435
9.8,20,999790.952
9.8,21,1006005.842
9.8,22,1012101.421
9.8,23,1018486.292
9.8,24,1023756.707
9.8,25,1030121.522
9.8,26,1037360.741
9.8,27,1042954.087
9.8,28,1050229.867
9.8,29,1057058.888
9.8,30,1063371.316
9.8,31,1070815.521
9.8,32,1078078.074
9.8,33,1085802.238
9.8,34,1094054.225
9.8,35,1102005.659
9.8,36,1109536.083
9.8,37,1117188.229
9.8,38,1126619.464
9.8,39,1134957.184
9.8,40,1144073.737
9.8,41,1152871.512
9.8,42,1163176.784
9.8,43,1172466.407
9.8,44,1181653.351
9.8,45,1192216.693
9.8,46,1202408.44
9.8,47,1213649.488
9.8,48,1224405.365
9.8,49,1236299.856
9.8,50,1249870.154
9.8,51,1261330.937
9.8,52,1275270.712
9.8,53,1287128.717
9.8,54,1300189.152
9.8,55,1315978.916
9.8,56,1330616.368
9.8,57,1344722.783
9.8,58,1360768.953
9.8,59,1376990.903
9.8,60,1395851.776
9.9,20,999761.346
9.9,21,1006360.431
9.9,22,1011945.554
9.9,23,1017940.304
9.9,24,1023624.221
9.9,25,1029775.18
9.9,26,1036234.138
9.9,27,1043322.184
9.9,28,1049948.12
9.9,29,1056861.654
9.9,30,1063162.534
9.9,31,1071700.185
9.9,32,1078887.07
9.9,33,1085314.941
9.9,34,1093079.533
9.9,35,1101142.415
9.9,36,1108969.121
9.9,37,1117667.289
9.9,38,1125937.229
9.9,39,1135199.225
9.9,40,1143982.584
9.9,41,1154143.654
9.9,42,1162740.425
9.9,43,1173060.11
9.9,44,1182074.232
9.9,45,1191665.131
9.9,46,1203284.196
9.9,47,1213348.658
9.9,48,1225211.199
9.9,49,1237095.103
9.9,50,1249529.581
9.9,51,1261209.715
9.9,52,1274010.669
9.9,53,1288811.232
9.9,54,1301217.607
9.9,55,1314523.357
9.9,56,1330195.018
9.9,57,1345300.084
9.9,58,1361139.862
9.9,59,1377820.235
9.9,60,1393823.834
10,20,999854.71
10,21,1005958.123
10,22,1012467.369
10,23,1017480.8
10,24,1023689.758
10,25,1030319.667
10,26,1037011.395
10,27,1043195.659
10,28,1049999.003
10,29,1057065.299
10,30,1063432.613
10,31,1070826.475
10,32,1078452.689
10,33,1086074.1
10,34,1093554.44
10,35,1101649.462
10,36,1109202.896
10,37,1117672.52
10,38,1126337.758
10,39,1135524.916
10,40,1144939.066
10,41,1152635.056
10,42,1162882.583
10,43,1173042.724
10,44,1182207.904
10,45,1192373.812
10,46,1202345.579
10,47,1214159.901
10,48,1224489.938
10,49,1237916.634
10,50,1249060.533
10,51,1261453.708
10,52,1275549.882
10,53,1287113.659
10,54,1300489.059
10,55,1315278.708
10,56,1330558.338
10,57,1344499.578
10,58,1361611.443
10,59,1376858.077
10,60,1395569.478
